Query Name,Top Hit,E-Value,Bit Score,Sequence Count,Total As,Total Ts,Total Cs,Total Gs,Total Ns  
LKAP-GUTHK2_F02_006_2017_1, Vibrio_tubiashii, 0, 1346.6, 1235, 315, 259, 271, 390, 0
LKAP-GUTHK2_A05_047_2017_1, Ralstonia_syzygii, 2e-272, 896.2, 921, 228, 202, 205, 286, 0
LKAP-GUTHK2_A06_048_2017_1, Vibrio_tubiashii, 4.8e-279, 922.1, 801, 206, 164, 171, 260, 0
LKAP-GUTHK2_E06_040_2017_1, Vibrio_tubiashii, 0, 1336.2, 1183, 287, 255, 258, 383, 0
LKAP-GUTHK2_G07_051_2017_1, Anaerobacillus_alkalidiazotrophicus, 1.8e-300, 987.7, 1186, 292, 244, 274, 376, 0
LKAP-GUTHK2_F03_021_2017_1, Exiguobacterium_aestuarii, 3.3e-301, 992.4, 1045, 265, 192, 242, 346, 0
LKAP-GUTHK2_E11_087_2017_1, Vibrio_tubiashii, 0, 1069.5, 951, 244, 199, 198, 310, 0
LKAP-GUTHK2_C07_059_2017_1, Nesterenkonia_sandarakina, 0, 1154.6, 1182, 271, 238, 276, 397, 0
LKAP-GUTHK2_B04_030_2017_1, Exiguobacterium_marinum, 6.8e-290, 954.8, 966, 244, 177, 216, 329, 0
LKAP-GUTHK2_F07_053_2017_1, Vibrio_tubiashii, 0, 1383.4, 1254, 310, 259, 277, 408, 0
LKAP-GUTHK2_C08_060_2017_1, Vibrio_tubiashii, 0, 1361.2, 1199, 300, 252, 271, 376, 0
LKAP-GUTHK2_F01_005_2017_1, Vibrio_tubiashii, 0, 1359.9, 1236, 309, 263, 268, 396, 0
LKAP-GUTHK2_G11_083_2017_1, Microbacterium_phyllosphaerae, 0, 1019.1, 1019, 241, 194, 243, 341, 0
LKAP-GUTHK2_C03_027_2017_1, Vibrio_tubiashii, 0, 1338.0, 1143, 284, 240, 250, 369, 0
LKAP-GUTHK2_A10_080_2017_1, Exiguobacterium_aestuarii, 2.7e-158, 518.9, 708, 200, 124, 184, 200, 0
LKAP-GUTHK2_H02_002_2017_1, Microbacterium_foliorum, 0, 1150.1, 1231, 292, 247, 287, 405, 0
LKAP-GUTHK2_F11_085_2017_1, Vibrio_tubiashii, 0, 1276.2, 1154, 289, 241, 246, 378, 0
LKAP-GUTHK2_D10_074_2017_1, Vibrio_tubiashii, 0, 1338.7, 1227, 308, 260, 274, 385, 0
LKAP-GUTHK2_E02_008_Q_2017_1, Vibrio_tubiashii, 0, 1368.7, 1245, 308, 263, 278, 396, 0
LKAP-GUTHK2_B05_045_2017_1, Exiguobacterium_marinum, 1.3e-255, 841.3, 882, 222, 168, 204, 288, 0
LKAP-GUTHK2_H06_034_2017_1, Vibrio_tubiashii, 0, 1348.0, 1233, 318, 257, 270, 388, 0
LKAP-TSA1KG_G11_083_2018_1, Carnobacterium_mobile, 1.4e-47, 150.0, 201, 57, 41, 48, 55, 0
LKAP-TSA1KG_D11_089_2018_1, Planococcus_maritimus, 2.2e-117, 382.4, 404, 88, 79, 99, 138, 0
LKAP-TSA1KG_F02_006_2018_1, Sporosarcina_globispora, 4.8e-119, 387.8, 399, 95, 77, 93, 134, 0
LKAP-TSA1KG_G02_004_2018_1, Sporosarcina_globispora, 2.4e-137, 449.9, 1191, 272, 196, 250, 361, 112
LKAP-TSA1KG_D06_042_2018_1, Planococcus_maritimus, 2.6e-138, 451.9, 469, 109, 92, 110, 150, 8
LKAP-TSA1KG_C09_075_2018_1, Psychrobacter_alimentarius, 5.1e-102, 333.0, 351, 88, 71, 77, 115, 0
LKAP-TSA1KG_H04_018_2018_1, Psychrobacter_alimentarius, 1.2e-40, 129.4, 244, 50, 54, 64, 76, 0
LKAP-TSA1KG_B07_061_2018_1, Vibrio_tubiashii, 4.2e-176, 580.2, 518, 123, 101, 110, 170, 14
LKAP-TSA1KG_F05_037_2018_1, Planococcus_halocryophilus, 1.2e-109, 356.7, 396, 88, 77, 95, 136, 0
LKAP-TSA1KG_E09_071_2018_1, Vibrio_tubiashii, 2.2e-122, 401.7, 375, 90, 71, 85, 129, 0
LKAP-TSA1KG_G07_051_2018_1, Psychrobacter_adeliensis, 0, 1098.7, 1061, 279, 228, 218, 330, 6
LKAP-TSA1KG_E10_072_2018_1, Planococcus_plakortidis, 5.6e-120, 391.1, 410, 90, 82, 98, 140, 0
LKAP-TSA1KG_B08_062_2018_1, Psychrobacter_adeliensis, 2.1e-11, 32.2, 195, 55, 44, 38, 58, 0
LKAP-TSA1KG_D07_057_2018_1, Planococcus_plakortidis, 3.6e-102, 332.0, 356, 78, 69, 88, 121, 0
LKAP-TSA1KG_D08_058_2018_1, Planococcus_maritimus, 4.9e-142, 464.2, 476, 111, 95, 113, 150, 7
LKAP-TSA1KG_F09_069_2018_1, Alcaligenes_faecalis, 1.7e-119, 386.8, 346, 90, 63, 77, 116, 0
LKAP-TSA1KG_B09_077_2018_1, Staphylococcus_equorum, 4.8e-148, 485.6, 393, 106, 82, 84, 121, 0
LKAP-TSA1KG_E05_039_2018_1, Jeotgalicoccus_halophilus, 1.3e-120, 392.7, 399, 100, 77, 93, 129, 0
LKAP-TSA1KG_C08_060_2018_1, Planococcus_maritimus, 9.5e-144, 469.9, 478, 114, 96, 114, 154, 0
LKAP-TSA1KG_F01_005_2018_1, Psychrobacter_vallis, 3.4e-97, 317.0, 343, 83, 67, 75, 118, 0
LKAP-TSA1KG_E04_024_2018_1, Kytococcus_sedentarius, 3.1e-67, 213.7, 255, 54, 57, 59, 85, 0
LKAP-TSA1KG_F07_053_2018_1, Vibrio_tubiashii, 8.4e-124, 406.5, 389, 95, 73, 91, 130, 0
LKAP-TSA1KG_D12_090_2018_1, Exiguobacterium_aestuarii, 1.8e-63, 203.6, 259, 58, 49, 62, 90, 0
LKAP-TSA1KG_D04_026_2018_1, Staphylococcus_petrasii, 1.4e-194, 640.3, 560, 149, 114, 120, 169, 8
LKAP-TSA1KG_G05_035_2018_1, Psychrobacter_adeliensis, 0, 1196.5, 1327, 342, 264, 295, 383, 43
LKAP-TSA1KG_H03_017_2018_1, Aeromonas_salmonicida, 0, 1409.5, 1110, 265, 220, 249, 367, 9
LKAP-TSA1KG_H07_049_2018_1, Psychrobacter_adeliensis, 0, 1142.1, 1106, 287, 237, 230, 344, 8
LKAP-TSA1KG_G04_020_2018_1, Psychrobacter_adeliensis, 0, 1093.1, 1058, 277, 228, 216, 330, 7
LKAP-TSA1KG_G09_067_2018_1, Alcaligenes_faecalis, 0, 1309.8, 1013, 270, 202, 217, 317, 7
LKAP-TSA1KG_H11_081_2018_1, Sporosarcina_aquimarina, 0, 1063.5, 1127, 272, 223, 266, 356, 10
LKAP-TSA1KG_G06_036_2018_1, Planococcus_maritimus, 0, 1305.4, 1408, 330, 268, 343, 430, 37
LKAP-TSA1KG_D02_010_2018_1, Aeromonas_salmonicida, 2.8e-145, 475.5, 398, 94, 70, 92, 142, 0
LKAP-TSA1KG_F03_021_2018_1, Psychrobacter_alimentarius, 2.6e-112, 367.2, 397, 101, 88, 85, 123, 0
LKAP-TSA1KG_C06_044_2018_1, Marinomonas_primoryensis, 0.0033, 4.9, 233, 55, 60, 57, 61, 0
LKAP-TSA1KG_C11_091_2018_1, Sporosarcina_aquimarina, 8.5e-134, 436.7, 462, 117, 87, 109, 149, 0
LKAP-TSA1KG_B12_094_2018_1, Psychrobacter_alimentarius, 2.1e-90, 294.3, 315, 80, 65, 68, 102, 0
LKAP-TSA1KG_G03_019_2018_1, Psychrobacter_alimentarius, 7.3e-119, 389.9, 803, 212, 199, 181, 211, 0
LKAP-TSA1KG_H10_066_2018_1, Sporosarcina_saromensis, 0, 1055.7, 1016, 254, 195, 231, 329, 7
LKAP-TSA1KG_C05_043_2018_1, Psychrobacter_alimentarius, 6.1e-90, 292.8, 310, 78, 65, 67, 100, 0
LKAP-TSA1KG_C12_092_2018_1, Pedobacter_nyackensis, 1.9e-78, 256.0, 396, 101, 83, 92, 120, 0
LKAP-TSA1KG_H05_033_2018_1, Vibrio_tubiashii, 0, 1341.0, 1117, 272, 225, 245, 364, 11
LKAP-TSA1KG_F08_054_2018_1, Psychrobacter_arcticus, 3.6e-89, 290.3, 317, 80, 62, 69, 106, 0
LKAP-TSA1KG_D09_073_2018_1, Psychrobacter_alimentarius, 1.2e-105, 345.0, 365, 86, 76, 83, 120, 0
LKAP-TSA1KG_C07_059_2018_1, Planococcus_plakortidis, 5.6e-155, 507.3, 520, 121, 98, 127, 163, 11
LKAP-TSA1KG_D01_009_2018_1, Psychrobacter_arcticus, 3.8e-81, 263.7, 320, 76, 66, 69, 109, 0
LKAP-TSA1KG_E03_023_2018_1, Psychrobacter_alimentarius, 1.9e-97, 317.8, 358, 86, 72, 83, 117, 0
LKAP-TSA1KG_E12_088_2018_1, Staphylococcus_equorum, 1e-127, 418.1, 358, 97, 79, 77, 105, 0
LKAP-TSA1KG_B02_014_2018_1, Psychrobacter_arcticus, 3.1e-107, 350.3, 367, 89, 72, 83, 123, 0
LKAP-TSA1KG_B06_046_2018_1, Planococcus_maritimus, 1.3e-128, 419.7, 459, 101, 95, 118, 145, 0
LKAP-TSA1KG_B01_013_2018_1, Planococcus_plakortidis, 3.9e-122, 398.3, 415, 92, 82, 98, 143, 0
LKAP-TSA1KG_G08_052_2018_1, Psychrobacter_piscatorii, 1.5e-149, 491.3, 762, 191, 161, 155, 255, 0
LKAP-TSA1KG_D05_041_2018_1, Psychrobacter_arcticus, 3.9e-99, 323.4, 359, 86, 66, 86, 121, 0
LKAP-TSA1KG_C01_011_2018_1, Psychrobacter_arcticus, 2.3e-102, 334.1, 355, 89, 68, 79, 119, 0
LKAP-TSA1KG_B05_045_2018_1, Psychrobacter_arcticus, 6.4e-99, 322.7, 357, 88, 74, 79, 116, 0
LKAP-TSA1KG_B11_093_2018_1, Planococcus_plakortidis, 1.4e-134, 439.5, 446, 106, 88, 104, 148, 0
LKAP-TSA1KG_H06_034_2018_1, Exiguobacterium_marinum, 3.6e-176, 577.9, 633, 165, 113, 150, 205, 0
LKAP-TSA1KG_E01_007_2018_1, Psychrobacter_arcticus, 1.7e-78, 254.8, 287, 75, 59, 59, 94, 0
LKAP-TSA1KG_F04_022_2018_1, Shewanella_colwelliana, 9.3e-123, 402.6, 412, 102, 78, 89, 143, 0
LKAP-TSA1KG_H01_001_2018_1, Shewanella_algidipiscicola, 0, 1092.1, 1047, 267, 214, 223, 332, 11
LKAP-TSA1KG_H09_065_2018_1, Sporosarcina_globispora, 8.1e-307, 1010.5, 1026, 256, 198, 232, 331, 9
LKAP-TSA1KG_C10_076_2018_1, Psychrobacter_piscatorii, 4e-127, 416.3, 436, 114, 89, 94, 139, 0
LKAP-TSA1KG_B10_078_2018_1, Exiguobacterium_aestuarii, 4.5e-141, 461.3, 477, 114, 85, 113, 165, 0
LKAP-TSA1KG_E07_055_2018_1, Psychrobacter_alimentarius, 1.3e-59, 192.0, 217, 55, 50, 43, 69, 0
LKAP-TSA1KG_D03_025_2018_1, Aeromonas_salmonicida, 1.4e-171, 563.3, 590, 144, 121, 135, 190, 0
LKAP-TSA1KG_A12_096_2018_1, Planococcus_maritimus, 5e-190, 623.4, 622, 146, 121, 146, 200, 9
LKAP-TSA1KG_G01_003_2018_1, Exiguobacterium_aestuarii, 6.1e-290, 954.9, 928, 228, 164, 213, 314, 9
LKAP-TSA1KG_E06_040_2018_1, Fontibacillus_phaseoli, 7e-101, 326.1, 398, 99, 80, 89, 130, 0
LKAP-TSA1KG_H08_050_2018_1, Sporosarcina_globispora, 1.8e-302, 996.1, 1010, 254, 195, 233, 321, 7
LKAP-TSA1KG_H02_002_2018_1, Sporosarcina_psychrophila, 0, 1081.3, 1152, 286, 238, 263, 354, 11
LKAP-TSA1KG_E02_008_2018_1, Sporosarcina_siberiensis, 4.8e-128, 417.8, 479, 124, 98, 109, 148, 0
LKAP-TSA1KG_B03_029_2018_1, Planococcus_plakortidis, 1.9e-121, 396.0, 414, 92, 81, 96, 145, 0
LKAP-TSA1KG_C04_028_2018_1, Shewanella_colwelliana, 5.4e-151, 496.3, 501, 124, 98, 107, 163, 9
LKAP-TSA1KG_E11_087_2018_1, Sporosarcina_globispora, 1.6e-114, 372.8, 395, 94, 77, 94, 130, 0
LKAP-TSA1KG_F11_085_2018_1, Psychrobacillus_insolitus, 1.4e-52, 165.4, 241, 56, 53, 54, 78, 0
LKAP-TSA1KG_F10_070_2018_1, Paeniglutamicibacter_antarcticus, 1.4e-65, 209.2, 271, 58, 64, 69, 80, 0
LKAP-TSA1KG_G10_068_2018_1, Exiguobacterium_aestuarii, 4.6e-65, 210.3, 712, 155, 159, 168, 230, 0
LKAP-TSAKG2_D08_058_2018_2, Planococcus_plakortidis, 3.5e-300, 988.6, 966, 235, 188, 221, 310, 12
LKAP-TSAKG2_G09_067_2018_2, Exiguobacterium_oxidotolerans, 8.7e-252, 828.5, 810, 205, 152, 170, 270, 13
LKAP-TSAKG2_E12_088_2018_2, Psychrobacter_alimentarius, 2.4e-27, 85.1, 199, 40, 65, 37, 57, 0
LKAP-TSAKG2_C07_059_2018_2, Psychrobacter_adeliensis, 4.1e-259, 854.0, 847, 224, 178, 174, 256, 15
LKAP-TSAKG2_D01_009_2018_2, Sporosarcina_siberiensis, 3.3e-46, 146.5, 333, 93, 70, 82, 88, 0
LKAP-TSAKG2_B07_061_2018_2, Psychrobacter_alimentarius, 2.3e-189, 622.8, 629, 164, 132, 125, 193, 15
LKAP-TSAKG2_B06_046_2018_2, Psychrobacter_adeliensis, 4.6e-295, 973.2, 966, 259, 202, 196, 294, 15
LKAP-TSAKG2_C12_092_2018_2, Sporosarcina_globispora, 1.1e-225, 741.6, 784, 201, 146, 176, 253, 8
LKAP-TSAKG2_A07_063_2018_2, Exiguobacterium_marinum, 1.1e-307, 1013.7, 1000, 251, 181, 232, 324, 12
LKAP-TSAKG2_H07_049_2018_2, Alcaligenes_faecalis, 0, 1168.8, 921, 240, 183, 195, 291, 12
LKAP-TSAKG2_B10_078_2018_2, Planomicrobium_mcmeekinii, 2.6e-12, 34.0, 276, 64, 85, 64, 63, 0
LKAP-TSAKG2_D04_026_2018_2, Planococcus_plakortidis, 1.5e-272, 897.0, 879, 211, 170, 198, 287, 13
LKAP-TSAKG2_F04_022_2018_2, Planococcus_rifietoensis, 9e-279, 917.6, 891, 219, 168, 205, 288, 11
LKAP-TSAKG2_H05_033_2018_2, Psychrobacter_adeliensis, 2.9e-234, 771.7, 768, 206, 160, 154, 239, 9
LKAP-TSAKG2_A02_016_2018_2, Shewanella_algidipiscicola, 1.5e-296, 978.8, 953, 244, 189, 199, 305, 16
LKAP-TSAKG2_F01_005_2018_2, Exiguobacterium_aestuarii, 7.9e-38, 118.6, 230, 41, 68, 52, 69, 0
LKAP-TSAKG2_D11_089_2018_2, Psychrobacter_alimentarius, 3.7e-28, 88.0, 241, 39, 65, 56, 81, 0
LKAP-TSAKG2_C06_044_2018_2, Psychrobacter_alimentarius, 9.9e-200, 657.2, 686, 182, 144, 131, 214, 15
LKAP-TSAKG2_B12_094_2018_2, Sporosarcina_saromensis, 3e-24, 73.3, 215, 46, 62, 54, 53, 0
LKAP-TSAKG2_B05_045_2018_2, Psychrobacter_adeliensis, 3.4e-306, 1010.1, 990, 267, 207, 202, 301, 13
LKAP-TSAKG2_A09_079_2018_2, Solibacillus_silvestris, 6.4e-296, 972.3, 997, 260, 203, 215, 306, 13
LKAP-TSAKG2_H04_018_2018_2, Psychrobacter_adeliensis, 8.3e-254, 836.5, 848, 222, 177, 175, 261, 13
LKAP-TSAKG2_A03_031_2018_2, Psychrobacter_arcticus, 6.7e-57, 183.6, 338, 67, 81, 97, 93, 0
LKAP-TSAKG2_C04_028_2018_2, Planococcus_plakortidis, 3.6e-254, 836.1, 828, 197, 162, 185, 272, 12
LKAP-TSAKG2_H03_017_2018_2, Psychrobacter_nivimaris, 2.9e-192, 632.4, 624, 163, 127, 127, 195, 12
LKAP-TSAKG2_A11_095_2018_2, Psychrobacter_adeliensis, 1.7e-283, 934.9, 912, 246, 187, 185, 286, 8
LKAP-TSAKG2_F09_069_2018_2, Psychrobacter_alimentarius, 3.3e-90, 293.8, 322, 79, 66, 69, 108, 0
LKAP-TSAKG2_E03_023_2018_2, Vagococcus_fluvialis, 3e-43, 136.5, 365, 91, 87, 80, 107, 0
LKAP-TSAKG2_A04_032_2018_2, Psychrobacter_nivimaris, 0, 1051.8, 1004, 269, 208, 208, 311, 8
LKAP-TSAKG2_H08_050_2018_2, Sporosarcina_globispora, 1e-242, 798.0, 823, 206, 157, 176, 267, 17
LKAP-TSAKG2_E05_039_2018_2, Aeromonas_salmonicida, 2e-203, 668.7, 536, 124, 97, 118, 180, 17
LKAP-TSAKG2_C11_091_2018_2, Psychrobacter_adeliensis, 8.3e-234, 770.2, 792, 210, 163, 159, 244, 16
LKAP-TSAKG2_G01_003_2018_2, Exiguobacterium_aestuarii, 2.3e-206, 678.0, 697, 166, 124, 154, 238, 15
LKAP-TSAKG2_G08_052_2018_2, Psychrobacter_adeliensis, 2.3e-251, 828.4, 838, 221, 175, 163, 254, 25
LKAP-TSAKG2_C10_076_2018_2, Rhodococcus_qingshengii, 4e-298, 983.8, 962, 221, 177, 223, 327, 14
LKAP-TSAKG2_C08_060_2018_2, Alcaligenes_faecalis, 0, 1275.0, 1030, 267, 205, 222, 320, 16
LKAP-TSAKG2_E07_055_2018_2, Shewanella_algidipiscicola, 0, 1018.2, 1000, 259, 201, 211, 312, 17
LKAP-TSAKG2_A06_048_2018_2, Psychrobacter_nivimaris, 0, 1032.8, 996, 264, 204, 207, 310, 11
LKAP-TSAKG2_D02_010_2018_2, Planomicrobium_psychrophilum, 1.5e-08, 19.9, 98, 13, 32, 19, 34, 0
LKAP-TSAKG2_B11_093_2018_2, Psychrobacter_piscatorii, 4.7e-285, 940.0, 947, 251, 197, 193, 292, 14
LKAP-TSAKG2_E08_056_2018_2, Sporosarcina_psychrophila, 9.6e-120, 390.2, 436, 111, 86, 93, 137, 9
LKAP-TSAKG2_D10_074_2018_2, Pseudomonas_cedrina, 5.2e-255, 843.0, 830, 212, 180, 185, 253, 0
LKAP-TSAKG2_H09_065_2018_2, Sporosarcina_globispora, 6.1e-269, 884.9, 872, 217, 173, 191, 277, 14
LKAP-TSAKG2_B04_030_2018_2, Psychrobacter_nivimaris, 5e-286, 943.2, 926, 243, 190, 190, 286, 17
LKAP-TSAKG2_B08_062_2018_2, Staphylococcus_equorum, 0, 1294.2, 1008, 279, 211, 210, 294, 14
LKAP-TSAKG2_E02_008_2018_2, Alkalicoccus_saliphilus, 2.6e-20, 57.7, 220, 47, 52, 53, 68, 0
LKAP-TSAKG2_B01_013_2018_2, Psychrobacillus_psychrodurans, 1.1e-297, 978.4, 959, 250, 188, 213, 302, 6
LKAP-TSAKG2_D05_041_2018_2, Psychrobacter_alimentarius, 1.5e-06, 16.6, 257, 55, 95, 49, 58, 0
LKAP-TSAKG2_C01_011_2018_2, Exiguobacterium_oxidotolerans, 5.4e-266, 875.6, 866, 216, 168, 188, 285, 9
LKAP-TSAKG2_D03_025_2018_2, Psychrobacillus_psychrodurans, 1.6e-219, 719.4, 722, 184, 144, 152, 229, 13
LKAP-TSAKG2_E04_024_2018_2, Desemzia_incerta, 1.7e-06, 11.1, 275, 59, 95, 59, 62, 0
LKAP-TSAKG2_G03_019_2018_2, Vagococcus_fluvialis, 3.7e-203, 666.5, 674, 178, 138, 144, 200, 14
LKAP-TSAKG2_C09_075_2018_2, Pseudomonas_chlororaphis, 0, 1157.0, 935, 241, 188, 193, 298, 15
LKAP-TSAKG2_F05_037_2018_2, Psychrobacter_nivimaris, 1.6e-94, 308.8, 551, 129, 147, 125, 150, 0
LKAP-TSAKG2_D12_090_2018_2, Sporosarcina_globispora, 2e-48, 153.5, 278, 70, 81, 61, 66, 0
LKAP-TSAKG2_F03_021_2018_2, Psychrobacter_alimentarius, 3.2e-10, 28.3, 179, 47, 46, 32, 54, 0
LKAP-TSAKG2_C03_027_2018_2, Psychrobacillus_insolitus, 2.7e-179, 586.1, 621, 166, 132, 141, 182, 0
LKAP-TSAKG2_C05_043_2018_2, Aeromonas_salmonicida, 0, 1162.0, 913, 222, 168, 199, 312, 12
LKAP-TSAKG2_F10_070_2018_2, Psychrobacter_alimentarius, 3.6e-167, 549.2, 565, 145, 118, 117, 177, 8
LKAP-TSAKG2_A01_015_2018_2, Sporosarcina_soli, 4e-289, 951.8, 954, 237, 180, 216, 308, 13
LKAP-TSAKG2_A08_064_2018_2, Alcaligenes_faecalis, 0, 1267.0, 990, 263, 200, 212, 307, 8
LKAP-TSAKG2_G05_035_2018_2, Psychrobacter_alimentarius, 4.1e-148, 486.4, 646, 153, 145, 149, 199, 0
LKAP-TSAKG2_C02_012_2018_2, Solibacillus_silvestris, 3.1e-179, 585.7, 676, 174, 158, 145, 199, 0
LKAP-TSAKG2_H06_034_2018_2, Planococcus_maritimus, 4.9e-259, 852.2, 844, 200, 166, 192, 276, 10
LKAP-TSAKG2_G07_051_2018_2, Vibrio_tubiashii, 6.2e-144, 473.4, 435, 102, 88, 96, 149, 0
LKAP-TSAKG2_B02_014_2018_2, Psychrobacillus_insolitus, 1.2e-27, 83.2, 276, 68, 73, 68, 67, 0
LKAP-TSAKG2_D06_042_2018_2, Psychrobacter_adeliensis, 2e-265, 875.0, 871, 230, 182, 177, 267, 15
LKAP-TSAKG2_D09_073_2018_2, Psychrobacter_adeliensis, 8.1e-285, 939.3, 949, 254, 194, 198, 290, 13
LKAP-TSAKG2_E10_072_2018_2, Psychrobacter_alimentarius, 2.2e-75, 244.7, 325, 80, 68, 72, 105, 0
LKAP-TSAKG2_D07_057_2018_2, Alcaligenes_faecalis, 0, 1147.0, 918, 239, 179, 201, 283, 16
LKAP-TSAKG2_A05_047_2018_2, Psychrobacter_adeliensis, 1e-300, 991.9, 987, 260, 208, 201, 301, 17
LKAP-TSAKG2_E09_071_2018_2, Sporosarcina_aquimarina, 5e-251, 825.5, 835, 204, 160, 188, 271, 12
LKAP-TSAKG2_E06_040_2018_2, Psychrobacter_adeliensis, 1.1e-278, 919.0, 918, 243, 192, 188, 283, 12
LKAP-TSAKG2_B09_077_2018_2, Jeotgalibacillus_marinus, 7.7e-271, 890.8, 970, 254, 195, 213, 301, 7
LKAP-TSAKG2_G04_020_2018_2, Psychrobacter_alimentarius, 4.9e-192, 631.7, 629, 165, 131, 126, 198, 9
LKAP-TSAKG2_E01_007_2018_2, Sporosarcina_psychrophila, 8.4e-29, 89.2, 408, 90, 108, 101, 109, 0
LKAP-TSAKG2_G06_036_2018_2, Psychrobacter_adeliensis, 4.4e-232, 764.5, 779, 207, 161, 155, 245, 11
LKAP-TSAKG2_H10_066_2018_2, Psychrobacter_alimentarius, 5.7e-192, 631.5, 640, 168, 137, 126, 198, 11
LKAP-TSAKG2_F08_054_2018_2, Psychrobacillus_psychrodurans, 1.2e-281, 925.3, 905, 232, 182, 195, 284, 12
LKAP-TSAKG2_B03_029_2018_2, Psychrobacter_cryohalolentis, 2.1e-06, 16.1, 259, 50, 89, 59, 61, 0
LKAP-TSAKG2_A10_080_2018_2, Exiguobacterium_marinum, 5.5e-293, 965.0, 942, 230, 168, 214, 322, 8
